,Chucky,Hammer,Katze,Kreatur,Munster,Pedro,binary_alpha_digits,caltech101,caltech_birds2010,caltech_birds2011,cats_vs_dogs,cifar100,cifar10,colorectal_histology,deep_weeds,default,eurosat,fashion_mnist,horses_or_humans,mnist
caltech_birds2010_65,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_66,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_67,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_68,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_69,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_70,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_71,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_72,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_73,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_74,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_75,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_76,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_77,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_78,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_79,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_80,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_81,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_82,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_83,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_84,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_85,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_86,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_87,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_88,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_89,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_90,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_91,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_92,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_93,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_94,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_95,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_96,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_97,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_98,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2010_99,0.51648,0.48013,0.55805,0.56133,0.55795,0.45239,0.52891,0.55550,0.56364,0.57820,0.53829,0.57241,0.55553,0.57659,0.50761,0.57909,0.54269,0.51992,0.55833,0.55432
caltech_birds2011_0,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_1,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_2,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_3,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_4,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_5,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_6,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_7,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_8,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_9,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_10,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_11,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_12,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_13,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_14,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_15,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_16,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_17,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_18,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_19,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_20,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_21,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_22,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_23,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_24,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_25,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_26,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_27,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_28,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_29,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_30,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_31,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_32,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_33,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_34,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_35,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_36,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_37,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_38,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_39,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_40,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_41,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_42,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_43,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_44,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_45,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_46,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_47,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_48,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_49,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_50,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_51,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_52,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_53,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_54,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_55,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_56,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_57,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_58,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_59,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_60,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_61,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_62,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_63,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_64,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_65,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_66,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_67,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_68,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_69,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_70,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_71,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_72,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_73,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_74,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_75,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_76,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_77,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_78,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_79,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_80,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_81,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_82,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_83,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_84,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_85,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_86,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_87,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_88,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
caltech_birds2011_89,0.60393,0.57404,0.60042,0.60081,0.61432,0.51712,0.59937,0.61180,0.58123,0.60250,0.58808,0.60723,0.59840,0.58217,0.58727,0.60224,0.59132,0.59533,0.59988,0.61082
